order_id,order_date,powder_type,quantity_kg,unit_cost_usd,total_cost_usd,priority,industry_sector,part_complexity,order_month,order_year,order_quarter
2386,2024-02-19,Inconel 625,10.98,187.93,2063.42,High,Medical,Medium,2024-02,2024,Q1 2024
2387,2024-02-01,Stainless Steel 316L,24.51,28.35,694.74,Medium,Aerospace,Complex,2024-02,2024,Q1 2024
2388,2024-02-25,Inconel 625,20.68,189.32,3915.2,Low,Automotive,Simple,2024-02,2024,Q1 2024
2389,2024-02-22,Stainless Steel 316L,17.02,29.91,509.05,Medium,Aerospace,Medium,2024-02,2024,Q1 2024
2390,2024-02-27,Maraging Steel 300,42.81,51.31,2196.44,Medium,Aerospace,Simple,2024-02,2024,Q1 2024
2391,2024-02-09,Titanium Ti-6Al-4V,12.75,121.25,1545.88,High,Aerospace,Medium,2024-02,2024,Q1 2024
2392,2024-02-19,Stainless Steel 17-4 PH,35.76,31.69,1133.17,Low,Medical,Simple,2024-02,2024,Q1 2024
2393,2024-02-02,Nickel Alloy 718,84.09,131.14,11027.81,Medium,Energy,Medium,2024-02,2024,Q1 2024
2394,2024-02-25,Cobalt Chrome CoCrMo,32.26,140.37,4528.49,Medium,Energy,Medium,2024-02,2024,Q1 2024
2395,2024-02-25,Aluminum AlSi10Mg,12.23,27.5,336.37,Medium,Medical,Medium,2024-02,2024,Q1 2024
2396,2024-02-06,Cobalt Chrome CoCrMo,12.55,208.84,2620.92,Medium,Aerospace,Simple,2024-02,2024,Q1 2024
2397,2024-02-16,Titanium Ti-6Al-4V,26.94,114.96,3096.96,Low,Energy,Simple,2024-02,2024,Q1 2024
2398,2024-02-17,Titanium Ti-6Al-4V,14.22,149.53,2126.36,Medium,Medical,Simple,2024-02,2024,Q1 2024
2399,2024-02-21,Inconel 625,23.15,182.16,4216.99,Medium,Medical,Medium,2024-02,2024,Q1 2024
2400,2024-02-15,Stainless Steel 316L,26.66,20.05,534.62,Low,Medical,Simple,2024-02,2024,Q1 2024
2401,2024-02-09,Titanium Ti-6Al-4V,20.99,112.57,2362.8,Medium,Medical,Medium,2024-02,2024,Q1 2024
2402,2024-02-06,Cobalt Chrome CoCrMo,8.6,225.54,1939.67,High,Medical,Complex,2024-02,2024,Q1 2024
2403,2024-02-19,Titanium Ti-6Al-4V,27.95,113.51,3172.47,Low,Medical,Simple,2024-02,2024,Q1 2024
2404,2024-02-14,Titanium Ti-6Al-4V,42.73,119.53,5107.48,High,Aerospace,Simple,2024-02,2024,Q1 2024
2405,2024-02-21,Hastelloy X,25.98,226.31,5879.5,Medium,Aerospace,Medium,2024-02,2024,Q1 2024
2406,2024-02-27,Cobalt Chrome CoCrMo,10.75,222.25,2389.15,Medium,Medical,Medium,2024-02,2024,Q1 2024
2407,2024-02-16,Inconel 625,59.45,199.03,11832.13,Low,Automotive,Medium,2024-02,2024,Q1 2024
2408,2024-02-03,Inconel 625,5.61,180.31,1011.53,Medium,Medical,Complex,2024-02,2024,Q1 2024
2409,2024-02-16,Hastelloy X,38.37,219.55,8424.0,High,Medical,Complex,2024-02,2024,Q1 2024
2410,2024-02-12,Inconel 625,67.63,160.26,10838.05,Medium,Industrial,Medium,2024-02,2024,Q1 2024
2411,2024-02-14,Aluminum AlSi10Mg,12.31,39.77,489.53,Medium,Aerospace,Medium,2024-02,2024,Q1 2024
2412,2024-02-11,Titanium Ti-6Al-4V,32.79,105.14,3447.55,Medium,Aerospace,Medium,2024-02,2024,Q1 2024
2413,2024-02-11,Stainless Steel 316L,9.14,28.73,262.62,Medium,Automotive,Medium,2024-02,2024,Q1 2024
2414,2024-02-22,Inconel 625,17.05,189.8,3236.08,Medium,Aerospace,Simple,2024-02,2024,Q1 2024
2415,2024-02-04,Stainless Steel 316L,35.19,20.19,710.57,Medium,Automotive,Medium,2024-02,2024,Q1 2024
2416,2024-02-28,Hastelloy X,64.66,239.77,15503.66,Medium,Energy,Medium,2024-02,2024,Q1 2024
2417,2024-02-06,Titanium Ti-6Al-4V,32.5,121.88,3961.0,Low,Aerospace,Medium,2024-02,2024,Q1 2024
2418,2024-02-11,Cobalt Chrome CoCrMo,66.22,176.59,11693.59,Medium,Medical,Medium,2024-02,2024,Q1 2024
2419,2024-02-14,Cobalt Chrome CoCrMo,76.55,162.08,12407.11,High,Automotive,Medium,2024-02,2024,Q1 2024
2420,2024-02-23,Stainless Steel 316L,111.35,24.59,2737.63,Low,Industrial,Complex,2024-02,2024,Q1 2024
2421,2024-02-16,Titanium Ti-6Al-4V,28.13,138.26,3889.17,Medium,Medical,Medium,2024-02,2024,Q1 2024
2422,2024-02-10,Stainless Steel 316L,10.89,27.87,303.47,Medium,Medical,Medium,2024-02,2024,Q1 2024
2423,2024-02-22,Cobalt Chrome CoCrMo,34.45,170.57,5876.03,High,Energy,Medium,2024-02,2024,Q1 2024
2424,2024-02-13,Titanium Ti-6Al-4V,20.47,117.57,2406.75,High,Medical,Medium,2024-02,2024,Q1 2024
2425,2024-02-27,Stainless Steel 316L,60.22,30.3,1824.83,Medium,Aerospace,Complex,2024-02,2024,Q1 2024
2426,2024-02-25,Inconel 625,61.69,183.14,11297.87,Medium,Aerospace,Medium,2024-02,2024,Q1 2024
2427,2024-02-18,Aluminum AlSi10Mg,7.67,35.33,271.0,Medium,Energy,Medium,2024-02,2024,Q1 2024
2428,2024-03-02,Stainless Steel 316L,25.17,30.81,775.58,Medium,Medical,Medium,2024-03,2024,Q1 2024
2429,2024-03-15,Aluminum AlSi10Mg,22.37,30.87,690.57,Low,Aerospace,Medium,2024-03,2024,Q1 2024
2430,2024-03-03,Titanium Ti-6Al-4V,47.57,117.29,5579.27,Medium,Automotive,Medium,2024-03,2024,Q1 2024
2431,2024-03-11,Hastelloy X,80.96,190.59,15430.28,Medium,Energy,Medium,2024-03,2024,Q1 2024
2432,2024-03-09,Inconel 625,6.7,170.91,1145.09,Low,Energy,Complex,2024-03,2024,Q1 2024
2433,2024-03-11,Titanium Ti-6Al-4V,5.0,113.94,569.7,Low,Automotive,Complex,2024-03,2024,Q1 2024
2434,2024-03-04,Nickel Alloy 718,10.66,189.38,2018.76,Low,Aerospace,Simple,2024-03,2024,Q1 2024
2435,2024-03-25,Aluminum AlSi10Mg,20.89,31.15,650.62,Medium,Industrial,Medium,2024-03,2024,Q1 2024
2436,2024-03-13,Stainless Steel 316L,45.84,36.61,1678.14,Medium,Medical,Simple,2024-03,2024,Q1 2024
2437,2024-03-28,Titanium Ti-6Al-4V,10.24,113.99,1167.29,High,Aerospace,Simple,2024-03,2024,Q1 2024
2438,2024-03-17,Titanium Ti-6Al-4V,24.59,141.63,3482.79,Medium,Aerospace,Medium,2024-03,2024,Q1 2024
2439,2024-03-27,Maraging Steel 300,6.12,28.46,174.19,Medium,Energy,Medium,2024-03,2024,Q1 2024
2440,2024-03-01,Titanium Ti-6Al-4V,21.12,131.54,2778.19,Medium,Aerospace,Complex,2024-03,2024,Q1 2024
2441,2024-03-22,Titanium Ti-6Al-4V,11.66,114.07,1330.06,Medium,Automotive,Medium,2024-03,2024,Q1 2024
2442,2024-03-28,Titanium Ti-6Al-4V,38.27,128.05,4900.3,Medium,Energy,Medium,2024-03,2024,Q1 2024
2443,2024-03-18,Aluminum AlSi10Mg,41.57,37.87,1574.13,Medium,Medical,Medium,2024-03,2024,Q1 2024
2444,2024-03-15,Hastelloy X,15.27,221.6,3383.89,High,Industrial,Simple,2024-03,2024,Q1 2024
2445,2024-03-14,Titanium Ti-6Al-4V,76.94,164.17,12631.14,High,Energy,Simple,2024-03,2024,Q1 2024
2446,2024-03-02,Titanium Ti-6Al-4V,19.33,114.76,2218.38,Medium,Automotive,Medium,2024-03,2024,Q1 2024
2447,2024-03-07,Aluminum AlSi10Mg,5.0,43.07,215.33,Medium,Aerospace,Complex,2024-03,2024,Q1 2024
2448,2024-03-17,Stainless Steel 316L,22.17,29.77,660.09,Medium,Industrial,Complex,2024-03,2024,Q1 2024
2449,2024-03-12,Inconel 625,13.8,135.37,1868.09,Medium,Medical,Complex,2024-03,2024,Q1 2024
2450,2024-03-20,Titanium Ti-6Al-4V,11.66,115.17,1342.87,Low,Automotive,Complex,2024-03,2024,Q1 2024
2451,2024-03-25,Stainless Steel 17-4 PH,29.1,22.31,649.28,Medium,Energy,Complex,2024-03,2024,Q1 2024
2452,2024-03-16,Stainless Steel 316L,21.4,21.46,459.26,Low,Automotive,Medium,2024-03,2024,Q1 2024
2453,2024-03-21,Stainless Steel 316L,32.56,22.76,741.02,Medium,Aerospace,Simple,2024-03,2024,Q1 2024
2454,2024-03-15,Inconel 625,6.8,166.83,1134.42,High,Automotive,Medium,2024-03,2024,Q1 2024
2455,2024-03-25,Titanium Ti-6Al-4V,50.62,113.88,5764.52,Low,Aerospace,Simple,2024-03,2024,Q1 2024
2456,2024-03-02,Stainless Steel 316L,10.08,23.01,231.99,Medium,Medical,Simple,2024-03,2024,Q1 2024
2457,2024-03-07,Stainless Steel 316L,30.42,14.45,439.47,Medium,Automotive,Simple,2024-03,2024,Q1 2024
2458,2024-03-09,Aluminum AlSi10Mg,19.22,39.27,754.74,Medium,Medical,Complex,2024-03,2024,Q1 2024
2459,2024-03-18,Stainless Steel 316L,45.64,19.4,885.32,Low,Medical,Medium,2024-03,2024,Q1 2024
2460,2024-03-05,Titanium Ti-6Al-4V,7.91,116.16,918.8,Medium,Energy,Simple,2024-03,2024,Q1 2024
2461,2024-03-30,Titanium Ti-6Al-4V,60.62,153.27,9291.0,High,Aerospace,Simple,2024-03,2024,Q1 2024
2462,2024-03-10,Stainless Steel 316L,41.09,18.22,748.62,Medium,Aerospace,Simple,2024-03,2024,Q1 2024
2463,2024-03-15,Hastelloy X,7.89,196.05,1546.85,High,Medical,Medium,2024-03,2024,Q1 2024
2464,2024-03-29,Aluminum AlSi10Mg,72.7,39.15,2846.23,Medium,Aerospace,Complex,2024-03,2024,Q1 2024
2465,2024-03-23,Aluminum AlSi10Mg,24.7,28.68,708.45,Low,Aerospace,Medium,2024-03,2024,Q1 2024
2466,2024-03-16,Stainless Steel 17-4 PH,7.86,17.33,136.22,High,Energy,Medium,2024-03,2024,Q1 2024
2467,2024-03-04,Aluminum AlSi10Mg,51.05,40.88,2086.92,Medium,Aerospace,Medium,2024-03,2024,Q1 2024
2468,2024-03-01,Titanium Ti-6Al-4V,9.73,129.96,1264.53,Medium,Aerospace,Medium,2024-03,2024,Q1 2024
2469,2024-03-21,Titanium Ti-6Al-4V,123.71,115.94,14343.1,Low,Aerospace,Medium,2024-03,2024,Q1 2024
2470,2024-03-20,Titanium Ti-6Al-4V,41.19,130.15,5361.05,Low,Aerospace,Simple,2024-03,2024,Q1 2024
2471,2024-03-26,Titanium Ti-6Al-4V,9.25,108.12,1000.14,Medium,Aerospace,Simple,2024-03,2024,Q1 2024
2472,2024-03-08,Cobalt Chrome CoCrMo,5.12,159.05,814.34,Medium,Medical,Complex,2024-03,2024,Q1 2024
2473,2024-03-23,Stainless Steel 316L,37.42,20.93,783.28,High,Aerospace,Simple,2024-03,2024,Q1 2024
2474,2024-03-06,Stainless Steel 316L,17.14,33.14,567.97,High,Aerospace,Medium,2024-03,2024,Q1 2024
2475,2024-03-10,Stainless Steel 17-4 PH,7.77,26.76,207.95,Medium,Aerospace,Medium,2024-03,2024,Q1 2024
2476,2024-03-18,Aluminum AlSi10Mg,6.06,46.64,282.62,High,Industrial,Simple,2024-03,2024,Q1 2024
2477,2024-03-01,Stainless Steel 316L,110.04,31.87,3506.78,Low,Aerospace,Medium,2024-03,2024,Q1 2024
2478,2024-03-18,Stainless Steel 316L,24.77,31.03,768.67,Low,Medical,Simple,2024-03,2024,Q1 2024
2479,2024-03-14,Hastelloy X,16.87,204.06,3442.49,Medium,Aerospace,Complex,2024-03,2024,Q1 2024
2480,2024-03-03,Stainless Steel 316L,60.4,18.38,1110.09,Medium,Medical,Simple,2024-03,2024,Q1 2024
2481,2024-03-08,Titanium Ti-6Al-2Sn-4Zr-2Mo,31.95,155.32,4962.39,High,Energy,Complex,2024-03,2024,Q1 2024
2482,2024-03-27,Stainless Steel 316L,19.53,31.29,611.16,Medium,Aerospace,Medium,2024-03,2024,Q1 2024
2483,2024-03-30,Aluminum AlSi10Mg,38.17,36.34,1387.17,High,Medical,Complex,2024-03,2024,Q1 2024
2484,2024-03-04,Titanium Ti-6Al-4V,61.89,107.59,6658.58,Medium,Aerospace,Simple,2024-03,2024,Q1 2024
2485,2024-03-15,Aluminum AlSi10Mg,16.01,39.76,636.59,Medium,Medical,Medium,2024-03,2024,Q1 2024
2486,2024-03-31,Titanium Ti-6Al-4V,30.73,125.6,3859.76,Medium,Aerospace,Simple,2024-03,2024,Q1 2024
2487,2024-03-04,Inconel 625,9.67,191.15,1848.41,High,Aerospace,Medium,2024-03,2024,Q1 2024
2488,2024-03-21,Stainless Steel 17-4 PH,30.8,30.04,925.1,High,Energy,Medium,2024-03,2024,Q1 2024
2489,2024-03-27,Titanium Ti-6Al-4V,12.86,125.4,1612.62,Low,Aerospace,Simple,2024-03,2024,Q1 2024
2490,2024-03-05,Cobalt Chrome CoCrMo,14.12,208.24,2940.36,Medium,Industrial,Simple,2024-03,2024,Q1 2024
2491,2024-03-16,Aluminum AlSi10Mg,28.45,34.5,981.42,Medium,Aerospace,Medium,2024-03,2024,Q1 2024
2492,2024-03-30,Aluminum AlSi10Mg,12.54,22.17,277.97,Medium,Automotive,Complex,2024-03,2024,Q1 2024
2493,2024-03-23,Inconel 625,5.0,168.42,842.11,Medium,Medical,Medium,2024-03,2024,Q1 2024
2494,2024-03-10,Aluminum AlSi10Mg,23.35,38.56,900.32,High,Medical,Medium,2024-03,2024,Q1 2024
2495,2024-03-17,Inconel 625,63.44,177.06,11232.56,Medium,Automotive,Medium,2024-03,2024,Q1 2024
2496,2024-03-23,Inconel 625,52.24,196.5,10265.17,Medium,Medical,Complex,2024-03,2024,Q1 2024
2497,2024-03-09,Stainless Steel 316L,40.79,17.76,724.29,Medium,Automotive,Medium,2024-03,2024,Q1 2024
2498,2024-03-14,Titanium Ti-6Al-4V,10.25,123.66,1267.53,Medium,Automotive,Simple,2024-03,2024,Q1 2024
2499,2024-03-27,Stainless Steel 17-4 PH,108.9,24.21,2636.19,Medium,Aerospace,Medium,2024-03,2024,Q1 2024
2500,2024-03-16,Stainless Steel 17-4 PH,18.46,25.22,465.56,Medium,Aerospace,Medium,2024-03,2024,Q1 2024
2501,2024-03-16,Stainless Steel 17-4 PH,19.57,30.91,604.83,Low,Aerospace,Medium,2024-03,2024,Q1 2024
2502,2024-03-08,Aluminum AlSi10Mg,83.18,39.83,3312.89,Low,Medical,Medium,2024-03,2024,Q1 2024
2503,2024-03-15,Titanium Ti-6Al-4V,6.5,110.37,717.4,Medium,Energy,Complex,2024-03,2024,Q1 2024
2504,2024-03-18,Cobalt Chrome CoCrMo,25.91,202.38,5243.61,Medium,Medical,Simple,2024-03,2024,Q1 2024
2505,2024-03-05,Stainless Steel 316L,16.85,21.11,355.64,Low,Aerospace,Simple,2024-03,2024,Q1 2024
2506,2024-03-13,Titanium Ti-6Al-4V,15.14,130.31,1972.95,Medium,Industrial,Medium,2024-03,2024,Q1 2024
2507,2024-03-07,Titanium Ti-6Al-4V,109.11,94.48,10308.83,Medium,Automotive,Complex,2024-03,2024,Q1 2024
2508,2024-03-30,Stainless Steel 316L,28.03,21.28,596.53,Low,Aerospace,Simple,2024-03,2024,Q1 2024
2509,2024-03-20,Cobalt Chrome CoCrMo,5.0,214.11,1070.56,Medium,Automotive,Complex,2024-03,2024,Q1 2024
2510,2024-03-17,Titanium Ti-6Al-4V,20.75,135.99,2821.79,Medium,Aerospace,Complex,2024-03,2024,Q1 2024
2511,2024-03-24,Stainless Steel 316L,20.31,17.65,358.49,High,Automotive,Simple,2024-03,2024,Q1 2024
2512,2024-03-29,Titanium Ti-6Al-4V,10.62,84.29,895.21,Medium,Energy,Medium,2024-03,2024,Q1 2024
2513,2024-03-05,Inconel 625,18.67,210.75,3934.62,Medium,Aerospace,Simple,2024-03,2024,Q1 2024
2514,2024-03-28,Stainless Steel 17-4 PH,23.33,32.05,747.62,Medium,Aerospace,Complex,2024-03,2024,Q1 2024
2515,2024-03-03,Aluminum AlSi10Mg,21.01,40.88,858.95,Low,Energy,Complex,2024-03,2024,Q1 2024
2516,2024-03-09,Stainless Steel 316L,21.74,21.26,462.18,Medium,Aerospace,Complex,2024-03,2024,Q1 2024
2517,2024-03-25,Aluminum AlSi10Mg,27.79,18.33,509.36,Medium,Energy,Medium,2024-03,2024,Q1 2024
2518,2024-03-26,Aluminum AlSi10Mg,5.06,32.46,164.26,Medium,Medical,Medium,2024-03,2024,Q1 2024
2519,2024-03-28,Titanium Ti-6Al-4V,60.26,123.45,7439.11,Low,Medical,Complex,2024-03,2024,Q1 2024
2520,2024-03-14,Stainless Steel 316L,44.15,26.76,1181.65,Medium,Aerospace,Medium,2024-03,2024,Q1 2024
2521,2024-03-11,Hastelloy X,15.31,204.77,3135.1,Medium,Medical,Complex,2024-03,2024,Q1 2024
2522,2024-03-30,Titanium Ti-6Al-4V,164.93,119.87,19769.83,Medium,Aerospace,Medium,2024-03,2024,Q1 2024
2523,2024-03-26,Titanium Ti-6Al-4V,10.57,110.8,1171.13,High,Medical,Medium,2024-03,2024,Q1 2024
2524,2024-03-17,Stainless Steel 316L,26.53,28.75,762.83,Low,Industrial,Medium,2024-03,2024,Q1 2024
2525,2024-03-09,Stainless Steel 316L,17.05,30.19,514.79,High,Aerospace,Simple,2024-03,2024,Q1 2024
2526,2024-03-27,Titanium Ti-6Al-4V,9.14,136.44,1247.1,Low,Aerospace,Simple,2024-03,2024,Q1 2024
2527,2024-03-01,Stainless Steel 17-4 PH,31.49,29.66,933.94,High,Aerospace,Medium,2024-03,2024,Q1 2024
2528,2024-03-10,Stainless Steel 316L,106.95,21.33,2281.15,Medium,Aerospace,Medium,2024-03,2024,Q1 2024
2529,2024-03-24,Titanium Ti-6Al-4V,39.66,113.54,4503.07,High,Automotive,Medium,2024-03,2024,Q1 2024
2530,2024-03-10,Stainless Steel 316L,22.57,24.22,546.71,High,Medical,Complex,2024-03,2024,Q1 2024
2531,2024-03-27,Inconel 625,51.04,182.31,9304.96,Medium,Medical,Simple,2024-03,2024,Q1 2024
2532,2024-03-19,Aluminum AlSi10Mg,60.97,27.75,1691.68,Low,Automotive,Medium,2024-03,2024,Q1 2024
2533,2024-03-19,Maraging Steel 300,58.49,34.76,2032.89,Medium,Medical,Medium,2024-03,2024,Q1 2024
2534,2024-03-22,Stainless Steel 316L,22.61,23.6,533.6,Low,Aerospace,Medium,2024-03,2024,Q1 2024
2535,2024-03-16,Titanium Ti-6Al-4V,18.11,110.12,1994.33,Medium,Medical,Medium,2024-03,2024,Q1 2024
2536,2024-03-28,Inconel 625,27.47,189.06,5193.5,Low,Medical,Medium,2024-03,2024,Q1 2024
2537,2024-03-05,Stainless Steel 316L,15.17,23.06,349.86,Medium,Medical,Medium,2024-03,2024,Q1 2024
2538,2024-03-15,Titanium Ti-6Al-4V,37.75,121.77,4596.71,Medium,Aerospace,Medium,2024-03,2024,Q1 2024
2539,2024-03-18,Inconel 625,20.44,195.09,3987.59,Low,Medical,Simple,2024-03,2024,Q1 2024
2540,2024-03-16,Inconel 625,6.71,201.17,1349.85,Medium,Energy,Medium,2024-03,2024,Q1 2024
2541,2024-03-12,Hastelloy X,30.04,178.24,5354.43,High,Medical,Medium,2024-03,2024,Q1 2024
2542,2024-03-11,Stainless Steel 316L,98.17,24.14,2369.68,Medium,Aerospace,Simple,2024-03,2024,Q1 2024
2543,2024-03-18,Inconel 625,6.18,166.01,1025.95,Medium,Automotive,Simple,2024-03,2024,Q1 2024
2544,2024-03-25,Titanium Ti-6Al-4V,14.66,98.47,1443.62,High,Industrial,Medium,2024-03,2024,Q1 2024
2545,2024-03-18,Stainless Steel 316L,20.23,32.31,653.68,Low,Automotive,Medium,2024-03,2024,Q1 2024
2546,2024-03-13,Hastelloy X,5.0,240.53,1202.63,Low,Medical,Medium,2024-03,2024,Q1 2024
2547,2024-03-15,Stainless Steel 316L,15.68,25.34,397.3,High,Automotive,Medium,2024-03,2024,Q1 2024
2548,2024-03-30,Titanium Ti-6Al-4V,56.39,93.19,5254.96,Medium,Energy,Simple,2024-03,2024,Q1 2024
2549,2024-03-11,Stainless Steel 17-4 PH,20.55,35.99,739.55,Medium,Aerospace,Simple,2024-03,2024,Q1 2024
2550,2024-03-28,Stainless Steel 17-4 PH,143.83,25.67,3691.46,Low,Medical,Medium,2024-03,2024,Q1 2024
2551,2024-03-07,Titanium Ti-6Al-4V,41.06,124.48,5111.12,Medium,Medical,Complex,2024-03,2024,Q1 2024
2552,2024-03-23,Titanium Ti-6Al-4V,31.62,110.72,3500.98,Medium,Aerospace,Simple,2024-03,2024,Q1 2024
2553,2024-03-08,Stainless Steel 316L,11.28,23.04,259.89,Medium,Energy,Medium,2024-03,2024,Q1 2024
2554,2024-03-19,Titanium Ti-6Al-4V,33.42,135.11,4515.4,Low,Medical,Medium,2024-03,2024,Q1 2024
2555,2024-03-13,Titanium Ti-6Al-4V,19.18,126.99,2435.7,High,Aerospace,Complex,2024-03,2024,Q1 2024
2556,2024-03-08,Stainless Steel 17-4 PH,13.94,31.95,445.39,Medium,Aerospace,Simple,2024-03,2024,Q1 2024
2557,2024-03-28,Titanium Ti-6Al-4V,28.78,112.35,3233.56,Low,Medical,Medium,2024-03,2024,Q1 2024
2558,2024-03-25,Titanium Ti-6Al-4V,24.21,119.53,2893.74,High,Aerospace,Medium,2024-03,2024,Q1 2024
2559,2024-03-14,Cobalt Chrome CoCrMo,42.2,195.46,8248.32,Low,Aerospace,Complex,2024-03,2024,Q1 2024
2560,2024-03-02,Hastelloy X,21.17,216.83,4590.38,High,Aerospace,Medium,2024-03,2024,Q1 2024
2561,2024-03-11,Inconel 625,5.0,193.58,967.9,High,Medical,Simple,2024-03,2024,Q1 2024
2562,2024-03-24,Inconel 625,95.69,192.5,18420.25,Medium,Aerospace,Medium,2024-03,2024,Q1 2024
2563,2024-03-16,Inconel 625,12.59,168.55,2122.05,Medium,Aerospace,Simple,2024-03,2024,Q1 2024
2564,2024-03-23,Stainless Steel 17-4 PH,53.23,26.15,1392.17,Low,Energy,Simple,2024-03,2024,Q1 2024
2565,2024-03-30,Inconel 625,51.61,166.66,8601.26,Medium,Medical,Complex,2024-03,2024,Q1 2024
2566,2024-03-26,Nickel Alloy 718,20.5,151.08,3097.2,Medium,Aerospace,Medium,2024-03,2024,Q1 2024
2567,2024-03-13,Titanium Ti-6Al-4V,17.92,144.52,2589.75,High,Aerospace,Medium,2024-03,2024,Q1 2024
2568,2024-03-13,Inconel 625,8.72,179.88,1568.56,Medium,Aerospace,Complex,2024-03,2024,Q1 2024
2569,2024-03-22,Cobalt Chrome CoCrMo,35.79,208.43,7459.54,Medium,Medical,Medium,2024-03,2024,Q1 2024
2570,2024-03-26,Titanium Ti-6Al-4V,10.69,150.26,1606.3,Medium,Medical,Complex,2024-03,2024,Q1 2024
2571,2024-03-27,Aluminum AlSi10Mg,31.62,34.87,1102.59,Low,Medical,Simple,2024-03,2024,Q1 2024
2572,2024-03-21,Aluminum AlSi10Mg,16.23,39.36,638.86,High,Aerospace,Medium,2024-03,2024,Q1 2024
2573,2024-03-05,Titanium Ti-6Al-4V,102.57,119.97,12305.64,High,Industrial,Complex,2024-03,2024,Q1 2024
2574,2024-03-16,Titanium Ti-6Al-4V,52.68,126.94,6687.34,Medium,Aerospace,Medium,2024-03,2024,Q1 2024
2575,2024-03-31,Nickel Alloy 718,152.81,160.2,24479.58,Medium,Aerospace,Complex,2024-03,2024,Q1 2024
2576,2024-03-02,Stainless Steel 316L,29.13,17.54,511.04,Medium,Medical,Medium,2024-03,2024,Q1 2024
2577,2024-03-05,Titanium Ti-6Al-4V,13.28,106.22,1410.54,High,Medical,Medium,2024-03,2024,Q1 2024
2578,2024-03-17,Nickel Alloy 718,35.66,149.05,5315.19,High,Aerospace,Simple,2024-03,2024,Q1 2024
2579,2024-03-31,Cobalt Chrome CoCrMo,5.0,172.84,864.2,High,Automotive,Simple,2024-03,2024,Q1 2024
2580,2024-03-19,Aluminum AlSi10Mg,9.77,30.06,293.66,Medium,Automotive,Medium,2024-03,2024,Q1 2024
2581,2024-04-11,Titanium Ti-6Al-4V,6.57,109.97,722.49,Medium,Automotive,Simple,2024-04,2024,Q2 2024
2582,2024-04-28,Inconel 625,5.0,211.1,1055.48,Low,Energy,Medium,2024-04,2024,Q2 2024
2583,2024-04-04,Titanium Ti-6Al-4V,18.49,123.56,2284.65,Medium,Medical,Simple,2024-04,2024,Q2 2024
2584,2024-04-28,Hastelloy X,23.19,201.86,4681.11,High,Medical,Simple,2024-04,2024,Q2 2024
2585,2024-04-28,Stainless Steel 316L,67.42,19.36,1305.54,Medium,Aerospace,Medium,2024-04,2024,Q2 2024
2586,2024-04-15,Titanium Ti-6Al-4V,18.72,130.12,2435.77,Low,Aerospace,Complex,2024-04,2024,Q2 2024
2587,2024-04-04,Aluminum AlSi10Mg,13.7,31.31,428.9,Medium,Automotive,Medium,2024-04,2024,Q2 2024
2588,2024-04-17,Inconel 625,78.02,165.94,12946.99,Low,Energy,Medium,2024-04,2024,Q2 2024
2589,2024-04-30,Aluminum AlSi10Mg,6.82,34.48,235.14,High,Aerospace,Medium,2024-04,2024,Q2 2024
2590,2024-04-15,Stainless Steel 316L,8.65,24.11,208.54,Medium,Automotive,Medium,2024-04,2024,Q2 2024
2591,2024-04-01,Titanium Ti-6Al-4V,21.83,112.97,2466.18,Medium,Aerospace,Medium,2024-04,2024,Q2 2024
2592,2024-04-24,Stainless Steel 17-4 PH,41.36,28.21,1166.88,High,Aerospace,Simple,2024-04,2024,Q2 2024
2593,2024-04-05,Inconel 625,31.05,202.42,6285.03,Medium,Aerospace,Complex,2024-04,2024,Q2 2024
2594,2024-04-14,Stainless Steel 17-4 PH,30.3,27.08,820.57,Medium,Energy,Complex,2024-04,2024,Q2 2024
2595,2024-04-28,Inconel 625,52.76,141.89,7486.04,Medium,Industrial,Complex,2024-04,2024,Q2 2024
2596,2024-04-21,Stainless Steel 316L,15.94,32.27,514.44,High,Aerospace,Complex,2024-04,2024,Q2 2024
2597,2024-04-05,Stainless Steel 17-4 PH,78.4,21.79,1708.18,Medium,Aerospace,Simple,2024-04,2024,Q2 2024
2598,2024-04-03,Aluminum AlSi10Mg,27.47,32.86,902.73,Medium,Energy,Simple,2024-04,2024,Q2 2024
2599,2024-04-16,Titanium Ti-6Al-4V,29.17,124.4,3628.74,Low,Aerospace,Medium,2024-04,2024,Q2 2024
2600,2024-04-26,Stainless Steel 316L,16.53,25.49,421.43,Low,Medical,Medium,2024-04,2024,Q2 2024
2601,2024-04-09,Titanium Ti-6Al-4V,87.81,138.38,12151.26,Medium,Aerospace,Medium,2024-04,2024,Q2 2024
2602,2024-04-11,Titanium Ti-6Al-2Sn-4Zr-2Mo,33.29,103.96,3460.82,Medium,Aerospace,Medium,2024-04,2024,Q2 2024
2603,2024-04-20,Stainless Steel 17-4 PH,14.23,28.18,400.94,High,Energy,Medium,2024-04,2024,Q2 2024
2604,2024-04-23,Stainless Steel 17-4 PH,20.49,32.12,658.07,Medium,Medical,Medium,2024-04,2024,Q2 2024
2605,2024-04-13,Stainless Steel 17-4 PH,5.0,35.89,179.43,Medium,Energy,Simple,2024-04,2024,Q2 2024
2606,2024-04-21,Titanium Ti-6Al-4V,8.52,144.25,1228.98,Low,Automotive,Medium,2024-04,2024,Q2 2024
2607,2024-04-03,Titanium Ti-6Al-4V,41.86,106.05,4439.3,Low,Energy,Medium,2024-04,2024,Q2 2024
